sample_id,v_hf_frac_1k,v_spec_kurt,v_crest,v_transient_rate_2k,i_hf_frac_1k,i_spec_kurt,i_crest,i_transient_rate_2k
148,0.004795477810444022,246.07260970998715,1.5543720994567556,0.19047619047619047,0.0012592134540421536,248.11429001841412,1.51916373553632,0.0
149,0.004813154603416402,245.79374110048434,1.6080391389720323,0.23809523809523808,0.0013267416942636051,247.7400865986918,1.4977865451880943,0.0
150,0.004865091368143606,245.47182857598509,1.5370749899916838,0.23809523809523808,0.001159022264789344,247.34492618919472,1.5058679710399931,0.0
151,0.005033276488534697,245.04639622101044,1.5789881593123936,0.23809523809523808,0.001335229320724642,247.76919088957834,1.5730825882872999,0.0
152,0.004972418912371028,246.8431623970134,1.5484071991269948,0.2857142857142857,0.0012338791892866831,248.16428860180127,1.4873121540927534,0.0
153,0.004715387856213265,245.12675204996955,1.5549216131277346,0.23809523809523808,0.0012672866467298405,247.63081323130754,1.5000096749399752,0.09523809523809523
154,0.004661158003357815,245.6126738832055,1.5430431591382692,0.23809523809523808,0.001266878668520852,248.24385893291802,1.5085164385886243,0.19047619047619047
155,0.00496182720741181,244.43519057987942,1.553748421207585,0.19047619047619047,0.0012963051673925631,247.367517911902,1.5870580375338876,0.09523809523809523
156,0.004916033597808384,245.474578280353,1.5465864269861227,0.23809523809523808,0.0012910707204348702,248.08913901731063,1.4750059145712628,0.0
157,0.004810736303650956,246.5440212931752,1.52732351264883,0.2857142857142857,0.0012948392801178173,248.05507418953715,1.522544478122338,0.0
158,0.004519662284930177,245.89253811445172,1.5540861038518303,0.23809523809523808,0.0013215449270937586,248.0809285302511,1.5043072841454523,0.14285714285714285
159,0.0046890472669310485,246.98470796890285,1.530751068296149,0.2857142857142857,0.0012343563969466126,248.0281871200398,1.484026978357927,0.09523809523809523
160,0.004773449020023432,244.42626900384477,1.5600736537380548,0.19047619047619047,0.0012897834701558269,248.00061728802856,1.5344689250174506,0.047619047619047616
161,0.004710812794994546,245.07955478970555,1.582821407203971,0.23809523809523808,0.0012987956531091468,248.065273385865,1.5276220275611028,0.0
162,0.005026268999239016,246.75352050476474,1.5335213272701782,0.2857142857142857,0.0013274193901205574,248.06469728739398,1.5108557351744736,0.19047619047619047
163,0.004992285437862151,244.23987488904515,1.5403230596193063,0.23809523809523808,0.0014187079233871562,247.68507628212703,1.4871813022896594,0.047619047619047616
164,0.005042534536447681,246.7824188369094,1.597565784540735,0.23809523809523808,0.0013495692914304608,248.17341281390583,1.502679762864429,0.14285714285714285
165,0.005000925824568917,246.2708657124033,1.5614346562408736,0.19047619047619047,0.001271109414822787,248.21065671036433,1.5403737536466409,0.047619047619047616
166,0.004504219237400076,245.19139392299203,1.5475697894018423,0.23809523809523808,0.0012422209140182492,247.62351977936063,1.5071762360403185,0.0
167,0.004905901672069169,246.5429969802124,1.5628638798976264,0.2857142857142857,0.001262920511917258,247.96395300013046,1.482950198188111,0.0
168,0.004723886928147061,245.3969659136315,1.59614018451862,0.19047619047619047,0.0013287969949301094,247.556482842616,1.4785122645204438,0.0
169,0.004985963012959383,244.8442527576508,1.5295300383679644,0.2857142857142857,0.001200900931767074,247.3529362476641,1.51031737124097,0.0
170,0.00475911485172106,245.29009614413187,1.543824105495961,0.23809523809523808,0.0013184909045142678,248.14258441900117,1.4762484670417462,0.0
